date,variant,omicron,lineage,omicron_time
2022-03-14,Omicron (BA.1),Omicron,BA.1.1,Omicron
2022-02-21,Omicron (BA.2),Omicron,BA.2.9,Omicron
2022-03-12,Omicron (BA.2),Omicron,BA.2,Omicron
2022-02-18,Omicron (BA.2),Omicron,BA.2,Omicron
2022-02-17,Omicron (BA.1),Omicron,BA.1.17,Omicron
2022-02-23,Omicron (BA.1),Omicron,BA.1.1.1,Omicron
2022-03-08,Omicron (BA.2),Omicron,BA.2.12,Omicron
2022-03-07,Omicron (BA.1),Omicron,BA.1.1.14,Omicron
2022-03-16,Omicron (BA.2),Omicron,BA.2,Omicron
2022-03-16,Omicron (BA.2),Omicron,BA.2,Omicron
2022-03-14,Omicron (BA.2),Omicron,BA.2,Omicron
2022-03-07,Omicron (BA.2),Omicron,BA.2.9,Omicron
2022-03-14,Omicron (BA.2),Omicron,BA.2.9,Omicron
2022-03-08,Omicron (BA.2),Omicron,BA.2,Omicron
2022-02-17,Omicron (BA.1),Omicron,BA.1.1,Omicron
2022-02-13,Omicron (BA.2),Omicron,BA.2.9,Omicron
2022-02-24,Omicron (BA.2),Omicron,BA.2.3,Omicron
2022-03-12,Omicron (BA.1),Omicron,BA.1,Omicron
2022-03-17,Omicron (BA.2),Omicron,BA.2.9,Omicron
2022-02-17,Omicron (BA.1),Omicron,BA.1.1.1,Omicron
2022-02-16,Omicron (BA.1),Omicron,BA.1.17,Omicron
2022-02-15,Omicron (BA.1),Omicron,BA.1.17,Omicron
2022-02-28,Omicron (BA.2),Omicron,BA.2.9,Omicron
2022-01-11,Omicron (BA.1),Omicron,BA.1,Omicron
2022-03-15,Omicron (BA.1),Omicron,BA.1.1,Omicron
2022-03-07,Omicron (BA.2),Omicron,BA.2,Omicron
2022-03-16,Omicron (BA.2),Omicron,BA.2,Omicron
2022-03-08,Omicron (BA.2),Omicron,BA.2,Omicron
2022-02-06,Omicron (BA.1),Omicron,BA.1.1,Omicron
2022-02-24,Omicron (BA.1),Omicron,BA.1.17,Omicron
2022-03-01,Omicron (BA.1),Omicron,BA.1.1.1,Omicron
2022-03-07,Omicron (BA.1),Omicron,BA.1.1.1,Omicron
2022-01-10,Omicron (BA.1),Omicron,BA.1.1,Omicron
2022-03-11,Omicron (BA.2),Omicron,BA.2,Omicron
2022-01-11,Omicron (BA.1),Omicron,BA.1.1,Omicron
2022-02-24,Omicron (BA.2),Omicron,BA.2,Omicron
2022-02-15,Omicron (BA.1),Omicron,BA.1.17,Omicron
2022-02-22,Omicron (BA.1),Omicron,BA.1.1,Omicron
2022-02-22,Omicron (BA.2),Omicron,BA.2.9,Omicron
2022-02-16,Omicron (BA.1),Omicron,BA.1.17.2,Omicron
2022-03-09,Omicron (BA.1),Omicron,BA.1.17,Omicron
2022-02-27,Omicron (BA.2),Omicron,BA.2,Omicron
2022-03-08,Omicron (BA.2),Omicron,BA.2.9,Omicron
2022-01-11,Omicron (BA.1),Omicron,BA.1,Omicron
2022-03-07,Omicron (BA.2),Omicron,BA.2,Omicron
2022-03-14,Omicron (BA.2),Omicron,BA.2,Omicron
2022-02-26,Omicron (BA.1),Omicron,BA.1.1,Omicron
2022-02-28,Omicron (BA.1),Omicron,BA.1.17,Omicron
2022-02-28,Omicron (BA.1),Omicron,BA.1.1.1,Omicron
2022-03-07,Omicron (BA.1),Omicron,BA.1.18,Omicron
2022-03-07,Omicron (BA.2),Omicron,BA.2.9,Omicron
2022-02-17,Omicron (BA.1),Omicron,BA.1.1.1,Omicron
2022-02-16,Omicron (BA.1),Omicron,BA.1.17.2,Omicron
2022-02-04,Omicron (BA.1),Omicron,BA.1.1,Omicron
2022-03-14,Omicron (BA.1),Omicron,BA.1,Omicron
2022-03-07,Omicron (BA.2),Omicron,BA.2.9,Omicron
2022-03-11,Omicron (BA.2),Omicron,BA.2,Omicron
2022-02-17,Omicron (BA.1),Omicron,BA.1.17,Omicron
2022-02-28,Omicron (BA.1),Omicron,BA.1.1,Omicron
2022-03-08,Omicron (BA.1),Omicron,BA.1.1,Omicron
2022-02-22,Omicron (BA.1),Omicron,BA.1.18,Omicron
2022-02-17,Omicron (BA.1),Omicron,BA.1.1,Omicron
2022-02-13,Omicron (BA.2),Omicron,BA.2.9,Omicron
2022-01-11,Omicron (BA.1),Omicron,BA.1.1.1,Omicron
2022-02-08,Omicron (BA.1),Omicron,BA.1.1.1,Omicron
2022-02-24,Omicron (BA.1),Omicron,BA.1.1,Omicron
2022-03-04,Omicron (BA.1),Omicron,BA.1.1.1,Omicron
2022-02-22,Omicron (BA.1),Omicron,BA.1.1.1,Omicron
2022-02-28,Omicron (BA.2),Omicron,BA.2,Omicron
2022-03-07,Omicron (BA.1),Omicron,BA.1.1.1,Omicron
2022-03-07,Omicron (BA.1),Omicron,BA.1.1,Omicron
2022-02-15,Omicron (BA.1),Omicron,BA.1.1.1,Omicron
2022-03-10,Omicron (BA.2),Omicron,BA.2,Omicron
2022-02-08,Omicron (BA.1),Omicron,BA.1,Omicron
2022-03-13,Omicron (BA.1),Omicron,BA.1.1.1,Omicron
2022-02-15,Omicron (BA.2),Omicron,BA.2,Omicron
2022-01-11,Omicron (BA.1),Omicron,BA.1,Omicron
2022-03-14,Omicron (BA.2),Omicron,BA.2.9,Omicron
2022-02-16,Omicron (BA.2),Omicron,BA.2,Omicron
2022-03-02,Omicron (BA.1),Omicron,BA.1.1,Omicron
2022-03-04,Omicron (BA.1),Omicron,BA.1,Omicron
2022-02-17,Omicron (BA.1),Omicron,BA.1.17,Omicron
2022-01-09,Omicron (BA.1),Omicron,BA.1.17,Omicron
2022-02-01,Omicron (BA.1),Omicron,BA.1.18,Omicron
2022-03-07,Omicron (BA.1),Omicron,BA.1.17,Omicron
2022-03-10,Omicron (BA.2),Omicron,BA.2,Omicron
2022-02-24,Omicron (BA.2),Omicron,BA.2.9,Omicron
2022-02-28,Omicron (BA.2),Omicron,BA.2,Omicron
2022-02-17,Omicron (BA.1),Omicron,BA.1.17,Omicron
2022-02-14,Omicron (BA.1),Omicron,BA.1.1,Omicron
2022-02-14,Omicron (BA.1),Omicron,BA.1.1.1,Omicron
2022-02-20,Omicron (BA.1),Omicron,BA.1.1,Omicron
2022-03-14,Omicron (BA.2),Omicron,BA.2.9,Omicron
2022-02-24,Omicron (BA.1),Omicron,BA.1.1,Omicron
2022-03-12,Omicron (BA.2),Omicron,BA.2,Omicron
2022-02-23,Omicron (BA.1),Omicron,BA.1,Omicron
2022-02-23,Omicron (BA.1),Omicron,BA.1.1,Omicron
2022-01-09,Omicron (BA.1),Omicron,BA.1.17,Omicron
2022-02-20,Omicron (BA.2),Omicron,BA.2,Omicron
2022-03-17,Omicron (BA.2),Omicron,BA.2,Omicron
2022-02-28,Omicron (BA.1),Omicron,BA.1.18,Omicron
2022-03-07,Omicron (BA.2),Omicron,BA.2,Omicron
2022-02-17,Omicron (BA.2),Omicron,BA.2.9,Omicron
2022-03-11,Omicron (BA.2),Omicron,BA.2,Omicron
2022-03-08,Omicron (BA.1),Omicron,BA.1.1,Omicron
2022-02-24,Omicron (BA.1),Omicron,BA.1.17,Omicron
2022-03-06,Omicron (BA.2),Omicron,BA.2,Omicron
2022-02-23,Omicron (BA.1),Omicron,BA.1.17,Omicron
2022-03-01,Omicron (BA.2),Omicron,BA.2,Omicron
2022-03-01,Omicron (BA.2),Omicron,BA.2.9,Omicron
2022-02-14,Omicron (BA.2),Omicron,BA.2,Omicron
2022-03-10,Omicron (BA.1),Omicron,BA.1.1,Omicron
2022-02-15,Omicron (BA.1),Omicron,BA.1.1,Omicron
2022-03-14,Omicron (BA.2),Omicron,BA.2.9,Omicron
2022-01-10,Omicron (BA.1),Omicron,BA.1,Omicron
2022-03-15,Omicron (BA.2),Omicron,BA.2,Omicron
2022-03-04,Omicron (BA.2),Omicron,BA.2.9,Omicron
2022-03-10,Omicron (BA.2),Omicron,BA.2,Omicron
2022-01-24,Omicron (BA.1),Omicron,BA.1.1,Omicron
2022-03-15,Omicron (BA.2),Omicron,BA.2,Omicron
2022-03-12,Omicron (BA.2),Omicron,BA.2.10,Omicron
2022-02-16,Omicron (BA.1),Omicron,BA.1.17.2,Omicron
2022-03-02,Omicron (BA.1),Omicron,BA.1.1.1,Omicron
2022-03-01,Omicron (BA.2),Omicron,BA.2,Omicron
2022-03-07,Omicron (BA.2),Omicron,BA.2.9,Omicron
2022-02-23,Omicron (BA.1),Omicron,BA.1.18,Omicron
2022-03-09,Omicron (BA.2),Omicron,BA.2.10,Omicron
2022-03-04,Omicron (BA.1),Omicron,BA.1,Omicron
2022-03-02,Omicron (BA.1),Omicron,BA.1.1,Omicron
2022-03-08,Omicron (BA.1),Omicron,BA.1.1,Omicron
2022-03-08,Omicron (BA.2),Omicron,BA.2,Omicron
2022-03-09,Omicron (BA.2),Omicron,BA.2,Omicron
2022-03-11,Omicron (BA.2),Omicron,BA.2.9,Omicron
2022-03-08,Omicron (BA.2),Omicron,BA.2,Omicron
2022-03-09,Omicron (BA.1),Omicron,BA.1,Omicron
2022-02-25,Omicron (BA.2),Omicron,BA.2,Omicron
2022-02-28,Omicron (BA.2),Omicron,BA.2,Omicron
2022-02-23,Omicron (BA.1),Omicron,BA.1.1,Omicron
2022-02-22,Omicron (BA.1),Omicron,BA.1.17,Omicron
2022-02-28,Omicron (BA.1),Omicron,BA.1.1,Omicron
2022-02-23,Omicron (BA.1),Omicron,BA.1,Omicron
2022-03-04,Omicron (BA.2),Omicron,BA.2,Omicron
2022-03-04,Omicron (BA.1),Omicron,BA.1.18,Omicron
2022-03-02,Omicron (BA.1),Omicron,BA.1.1,Omicron
2022-03-04,Omicron (BA.1),Omicron,BA.1.1,Omicron
2022-03-04,Omicron (BA.1),Omicron,BA.1,Omicron
2022-03-14,Omicron (BA.2),Omicron,BA.2.9,Omicron
2022-03-16,Omicron (BA.1),Omicron,BA.1.15,Omicron
2022-01-10,Omicron (BA.1),Omicron,BA.1,Omicron
2022-03-07,Omicron (BA.2),Omicron,BA.2,Omicron
2021-08-08,Delta,Other,AY.98.1,Other
2021-08-22,Delta,Other,AY.43,Other
2021-12-18,Delta,Other,AY.25,Other
2022-03-15,Delta,Other,AY.98.1,Other
2022-07-28,Omicron (BA.4/5),Omicron,BA.4.6,Omicron
2022-08-02,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-07-27,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-07-25,Omicron (BA.4/5),Omicron,BA.5.1.22,Omicron
2022-08-02,Omicron (BA.4/5),Omicron,BA.5.2.20,Omicron
2022-07-27,Omicron (BA.4/5),Omicron,BA.5.2.3,Omicron
2022-08-01,Omicron (BA.2),Omicron,BA.2,Omicron
2022-07-12,Omicron (BE.1),Omicron,BE.1.1,Omicron
2022-07-12,Omicron (BA.4/5),Omicron,BA.5.2.2,Omicron
2022-07-13,Omicron (BF),Omicron,BF.1,Omicron
2022-07-22,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-07-24,Omicron (BA.4/5),Omicron,BA.5.1.23,Omicron
2022-07-15,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-07-12,Omicron (BF),Omicron,BF.1,Omicron
2022-07-21,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-07-13,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-07-21,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-07-22,Omicron (BA.4/5),Omicron,BA.5.2.9,Omicron
2022-07-23,Omicron (BA.4/5),Omicron,BA.5.1.22,Omicron
2022-07-16,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-08-09,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-07-24,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-08-09,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-07-19,Omicron (BA.4/5),Omicron,BA.4.1,Omicron
2022-08-09,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-07-29,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-08-01,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-08-02,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-08-02,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-08-02,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-07-27,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-07-26,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-07-27,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-07-27,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-07-27,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-07-27,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-07-27,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-07-27,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-07-27,Omicron (BE.1),Omicron,BE.1.1,Omicron
2022-08-03,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-07-26,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-07-27,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-08-01,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-08-02,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-08-02,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-07-14,Omicron (BE.1),Omicron,BE.1.1,Omicron
2022-07-28,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-08-04,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-07-31,Omicron (BA.4/5),Omicron,BA.5.1.23,Omicron
2022-08-02,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-07-31,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-07-25,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-07-17,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-07-11,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-07-18,Omicron (BA.4/5),Omicron,BA.4.6.5,Omicron
2022-07-17,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-07-18,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-07-18,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-07-17,Omicron (BE.1),Omicron,BE.1.1,Omicron
2022-07-17,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-07-17,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-08-03,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-08-03,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-08-03,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-08-03,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-08-03,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-08-03,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-08-04,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-08-05,Omicron (BF),Omicron,BF.7,Omicron
2022-08-03,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-08-01,Omicron (BE.1),Omicron,BE.1,Omicron
2022-08-02,Omicron (BE.1),Omicron,BE.1.1,Omicron
2022-07-17,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-08-03,Omicron (BA.4/5),Omicron,BA.5.1.1,Omicron
2022-07-18,Omicron (BA.2),Omicron,BA.2.18,Omicron
2022-08-03,Omicron (BA.2),Omicron,BA.2.23,Omicron
2022-08-10,Omicron (BA.4/5),Omicron,BA.5.1.5,Omicron
2022-08-16,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-08-09,Omicron (BA.4/5),Omicron,BA.5.1.5,Omicron
2022-08-01,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-08-02,Omicron (BA.4/5),Omicron,BA.5.1.23,Omicron
2022-07-26,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-07-27,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-07-25,Omicron (BF),Omicron,BF.1,Omicron
2022-07-28,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-08-03,Omicron (BE.1),Omicron,BE.1.1,Omicron
2022-07-28,Omicron (BA.4/5),Omicron,BA.5.2.20,Omicron
2022-08-08,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-08-05,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-07-28,Omicron (BA.4/5),Omicron,BA.5.1.30,Omicron
2022-07-26,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-08-01,Omicron (BE.1),Omicron,BE.1.1,Omicron
2022-07-19,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-07-14,Omicron (BF),Omicron,BF.1,Omicron
2022-07-14,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-07-14,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-07-13,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-07-14,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-07-13,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-07-12,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-07-12,Omicron (BA.4/5),Omicron,BA.4,Omicron
2022-07-10,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-07-10,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-05-04,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-07-10,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-07-18,Omicron (BE.1),Omicron,BE.1.2,Omicron
2022-07-17,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-07-17,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-07-17,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-07-17,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-07-17,Omicron (BA.4/5),Omicron,BA.5.2.20,Omicron
2022-07-17,Omicron (BA.4/5),Omicron,BA.5,Omicron
2022-07-17,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-07-16,Omicron (BE.1),Omicron,BE.1.1,Omicron
2022-07-15,Omicron (BA.4/5),Omicron,BA.5.1.30,Omicron
2022-07-15,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-07-15,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-07-15,Omicron (BA.4/5),Omicron,BA.5.1.30,Omicron
2022-07-15,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-07-15,Omicron (BE.1),Omicron,BE.1.1,Omicron
2022-07-15,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-07-15,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-07-14,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-08-08,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-08-03,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-08-08,Omicron (BA.4/5),Omicron,BA.5.2.21,Omicron
2022-08-05,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-07-31,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-07-05,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-05-26,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-08-03,Omicron (BF),Omicron,BF.1,Omicron
2022-08-02,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-07-26,Omicron (BE.1),Omicron,BE.1.1,Omicron
2022-08-08,Omicron (BA.4/5),Omicron,BA.5.2.21,Omicron
2022-08-02,Omicron (BA.4/5),Omicron,BA.4.6,Omicron
2022-07-18,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-07-11,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-08-08,Omicron (BA.4/5),Omicron,BA.5.1.5,Omicron
2022-07-26,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-07-21,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-08-07,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-08-03,Omicron (BA.4/5),Omicron,BA.5.1.23,Omicron
2022-07-13,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-08-01,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-08-08,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-07-20,Omicron (BA.4/5),Omicron,BA.5.1.3,Omicron
2022-07-13,Omicron (BA.4/5),Omicron,BA.5.1.23,Omicron
2022-08-08,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-08-03,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-08-02,Omicron (BA.4/5),Omicron,BA.4.6,Omicron
2022-08-08,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-08-02,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-08-03,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-07-20,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-08-08,Omicron (BA.4/5),Omicron,BA.5.1.5,Omicron
2022-08-08,Omicron (BA.4/5),Omicron,BA.5.2.21,Omicron
2022-08-02,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-07-15,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-05-26,Omicron (BF),Omicron,BF.1,Omicron
2022-08-04,Other,Other,XAZ,Other
2022-08-08,Omicron (BA.4/5),Omicron,BA.5.1.5,Omicron
2022-07-11,Omicron (BF),Omicron,BF.1,Omicron
2022-07-07,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-08-04,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-05-24,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-08-02,Omicron (BA.4/5),Omicron,BA.4.6,Omicron
2022-08-02,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-07-26,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-08-08,Omicron (BA.4/5),Omicron,BA.4.6,Omicron
2022-08-02,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-06-01,Omicron (BF),Omicron,BF.1,Omicron
2022-08-02,Omicron (BA.4/5),Omicron,BA.4.6,Omicron
2022-08-05,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-08-02,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-08-08,Omicron (BE.1),Omicron,BE.1,Omicron
2022-07-01,Omicron (BA.4/5),Omicron,BA.5.5,Omicron
2022-07-08,Omicron (BA.4/5),Omicron,BA.5.1.3,Omicron
2022-07-26,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-08-03,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-05-23,Omicron (BF),Omicron,BF.1,Omicron
2022-08-08,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-08-02,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-08-08,Omicron (BA.4/5),Omicron,BA.5.2.21,Omicron
2022-08-05,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-07-06,Omicron (BE.1),Omicron,BE.1,Omicron
2022-08-02,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-05-09,Omicron (BA.2),Omicron,BA.2.9,Omicron
2022-06-01,Omicron (BA.2),Omicron,BA.2.12.1,Omicron
2022-05-23,Omicron (BA.2),Omicron,BA.2,Omicron
2022-07-07,Omicron (BA.2),Omicron,BA.2,Omicron
2022-05-23,Omicron (BA.2),Omicron,BA.2,Omicron
2022-05-23,Omicron (BA.2),Omicron,BA.2,Omicron
2022-05-09,Omicron (BA.2),Omicron,BA.2,Omicron
2022-05-25,Omicron (BA.2),Omicron,BA.2.9,Omicron
2022-05-20,Omicron (BA.2),Omicron,BA.2.9,Omicron
2022-05-06,Omicron (BA.2),Omicron,BA.2.9,Omicron
2022-04-26,Omicron (BA.2),Omicron,BA.2,Omicron
2022-05-30,Omicron (BA.2),Omicron,BA.2.9,Omicron
2022-05-19,Omicron (BA.2),Omicron,BA.2,Omicron
2022-06-03,Omicron (BA.2),Omicron,BA.2,Omicron
2022-05-08,Omicron (BA.2),Omicron,BA.2,Omicron
2022-05-13,Omicron (BA.2),Omicron,BA.2,Omicron
2022-05-06,Omicron (BA.2),Omicron,BA.2.9,Omicron
2022-05-19,Omicron (BA.2),Omicron,BA.2.44,Omicron
2022-05-20,Omicron (BA.2),Omicron,BA.2,Omicron
2022-05-19,Omicron (BA.2),Omicron,BA.2,Omicron
2022-06-02,Omicron (BA.2),Omicron,BA.2,Omicron
2022-05-23,Omicron (BA.2),Omicron,BA.2,Omicron
2022-05-19,Omicron (BA.2),Omicron,BA.2,Omicron
2022-05-09,Omicron (BA.2),Omicron,BA.2,Omicron
2022-08-08,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-08-08,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-08-16,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-08-16,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-08-16,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-08-08,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-08-08,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-08-16,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-08-16,Omicron (BA.4/5),Omicron,BA.5.1.23,Omicron
2022-08-16,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-08-16,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-08-08,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-08-16,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-08-08,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-08-16,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-08-08,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-08-08,Omicron (BA.4/5),Omicron,BA.5.1,Omicron
2022-08-10,Omicron (BA.4/5),Omicron,BA.5.2.3,Omicron
2022-08-13,Omicron (BF),Omicron,BF.1,Omicron
2022-08-10,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-08-10,Omicron (BE.1),Omicron,BE.1,Omicron
2022-08-03,Omicron (BA.4/5),Omicron,BA.4,Omicron
2022-08-08,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-08-09,Omicron (BE.1),Omicron,BE.1,Omicron
2022-08-11,Omicron (BA.4/5),Omicron,BA.5.2.1,Omicron
2022-08-11,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-08-08,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-08-07,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-08-09,Omicron (BE.1),Omicron,BE.1,Omicron
2022-08-10,Omicron (BE.1),Omicron,BE.1.1,Omicron
2022-08-03,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-08-02,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-08-02,Omicron (BE.1),Omicron,BE.1.1,Omicron
2022-08-01,Omicron (BA.4/5),Omicron,BA.5.2,Omicron
2022-07-28,Omicron (BA.4/5),Omicron,BA.5.2.20,Omicron
2022-08-03,Omicron (BF),Omicron,BF.4,Omicron
2022-08-03,Omicron (BA.4/5),Omicron,BA.5.1.23,Omicron
2022-07-27,Omicron (BA.4/5),Omicron,BA.5.1.23,Omicron
